date,store_id,product_id,product_name,category,region,quantity_sold,unit_price,total_sales
2025-05-02,104,901,Signal Toothpaste 120g,Toiletries,Southern,49,2.5,122.5
2025-05-18,105,601,Sunlight Detergent 1kg,Household,Central,27,3.0,81.0
2025-05-06,102,901,Signal Toothpaste 120g,Toiletries,Northern,14,2.5,35.0
2025-05-24,101,801,Kist Mango Jam 500g,Food,Southern,12,2.2,26.4
2025-05-02,105,601,Sunlight Detergent 1kg,Household,Southern,47,3.0,141.0
2025-05-04,104,901,Signal Toothpaste 120g,Toiletries,Western,1,2.5,2.5
2025-05-25,104,701,Anchor Full Cream 1L,Dairy,Western,20,2.8,56.0
2025-05-02,104,801,Kist Mango Jam 500g,Food,Central,10,2.2,22.0
2025-05-15,101,502,Pepsi 500ml,Beverages,Western,41,1.4,57.4
2025-05-02,101,501,Coca-Cola 500ml,Beverages,Central,11,1.5,16.5
2025-05-22,105,801,Kist Mango Jam 500g,Food,Northern,25,2.2,55.0
2025-05-26,103,802,Maliban Marie 400g,Food,Central,24,1.6,38.4
2025-05-07,102,701,Anchor Full Cream 1L,Dairy,Northern,5,2.8,14.0
2025-05-11,103,802,Maliban Marie 400g,Food,Western,19,1.6,30.4
2025-05-06,103,501,Coca-Cola 500ml,Beverages,Eastern,25,1.5,37.5
2025-05-17,102,502,Pepsi 500ml,Beverages,Northern,23,1.4,32.2
2025-05-11,104,502,Pepsi 500ml,Beverages,Western,6,1.4,8.4
2025-05-24,103,601,Sunlight Detergent 1kg,Household,Northern,26,3.0,78.0
2025-05-04,102,701,Anchor Full Cream 1L,Dairy,Southern,41,2.8,114.8
2025-05-17,102,802,Maliban Marie 400g,Food,Southern,28,1.6,44.8
2025-05-28,105,901,Signal Toothpaste 120g,Toiletries,Eastern,37,2.5,92.5
2025-05-23,103,801,Kist Mango Jam 500g,Food,Southern,43,2.2,94.6
2025-05-22,105,801,Kist Mango Jam 500g,Food,Southern,25,2.2,55.0
2025-05-03,103,801,Kist Mango Jam 500g,Food,Eastern,31,2.2,68.2
2025-05-18,104,502,Pepsi 500ml,Beverages,Western,11,1.4,15.4
2025-05-03,102,502,Pepsi 500ml,Beverages,Eastern,42,1.4,58.8
2025-05-13,104,501,Coca-Cola 500ml,Beverages,Eastern,32,1.5,48.0
2025-05-07,103,601,Sunlight Detergent 1kg,Household,Eastern,25,3.0,75.0
2025-05-18,101,701,Anchor Full Cream 1L,Dairy,Western,34,2.8,95.2
2025-05-06,101,501,Coca-Cola 500ml,Beverages,Northern,1,1.5,1.5
2025-05-07,102,601,Sunlight Detergent 1kg,Household,Central,47,3.0,141.0
2025-05-05,103,502,Pepsi 500ml,Beverages,Central,32,1.4,44.8
2025-05-17,104,901,Signal Toothpaste 120g,Toiletries,Western,27,2.5,67.5
2025-05-21,101,501,Coca-Cola 500ml,Beverages,Southern,30,1.5,45.0
2025-05-18,103,801,Kist Mango Jam 500g,Food,Central,25,2.2,55.0
2025-05-12,105,802,Maliban Marie 400g,Food,Southern,45,1.6,72.0
2025-05-25,103,802,Maliban Marie 400g,Food,Western,42,1.6,67.2
2025-05-12,105,901,Signal Toothpaste 120g,Toiletries,Western,18,2.5,45.0
2025-05-30,101,801,Kist Mango Jam 500g,Food,Central,11,2.2,24.2
2025-05-08,102,801,Kist Mango Jam 500g,Food,Eastern,45,2.2,99.0
2025-05-16,102,601,Sunlight Detergent 1kg,Household,Western,2,3.0,6.0
2025-05-08,101,802,Maliban Marie 400g,Food,Northern,3,1.6,4.8
2025-05-05,103,601,Sunlight Detergent 1kg,Household,Northern,11,3.0,33.0
2025-05-19,104,601,Sunlight Detergent 1kg,Household,Southern,31,3.0,93.0
2025-05-25,105,901,Signal Toothpaste 120g,Toiletries,Northern,13,2.5,32.5
2025-05-08,102,802,Maliban Marie 400g,Food,Northern,26,1.6,41.6
2025-05-29,103,601,Sunlight Detergent 1kg,Household,Northern,16,3.0,48.0
2025-05-17,101,901,Signal Toothpaste 120g,Toiletries,Northern,28,2.5,70.0
2025-05-18,101,802,Maliban Marie 400g,Food,Western,32,1.6,51.2
2025-05-30,102,601,Sunlight Detergent 1kg,Household,Western,21,3.0,63.0
2025-05-05,101,802,Maliban Marie 400g,Food,Western,19,1.6,30.4
2025-05-04,102,601,Sunlight Detergent 1kg,Household,Northern,30,3.0,90.0
2025-05-28,105,601,Sunlight Detergent 1kg,Household,Eastern,35,3.0,105.0
2025-05-18,102,501,Coca-Cola 500ml,Beverages,Western,41,1.5,61.5
2025-05-14,104,502,Pepsi 500ml,Beverages,Southern,10,1.4,14.0
2025-05-17,105,501,Coca-Cola 500ml,Beverages,Southern,17,1.5,25.5
2025-05-16,104,601,Sunlight Detergent 1kg,Household,Southern,44,3.0,132.0
2025-05-13,103,601,Sunlight Detergent 1kg,Household,Southern,3,3.0,9.0
2025-05-20,103,802,Maliban Marie 400g,Food,Northern,43,1.6,68.8
2025-05-09,101,802,Maliban Marie 400g,Food,Northern,10,1.6,16.0
2025-05-15,104,701,Anchor Full Cream 1L,Dairy,Central,45,2.8,126.0
2025-05-25,104,501,Coca-Cola 500ml,Beverages,Western,30,1.5,45.0
2025-05-12,103,801,Kist Mango Jam 500g,Food,Northern,50,2.2,110.0
2025-05-18,104,802,Maliban Marie 400g,Food,Southern,30,1.6,48.0
2025-05-20,101,502,Pepsi 500ml,Beverages,Western,3,1.4,4.2
2025-05-19,102,701,Anchor Full Cream 1L,Dairy,Western,42,2.8,117.6
2025-05-03,104,502,Pepsi 500ml,Beverages,Northern,5,1.4,7.0
2025-05-17,101,701,Anchor Full Cream 1L,Dairy,Northern,42,2.8,117.6
2025-05-29,104,801,Kist Mango Jam 500g,Food,Eastern,25,2.2,55.0
2025-05-19,105,802,Maliban Marie 400g,Food,Eastern,1,1.6,1.6
2025-05-05,104,701,Anchor Full Cream 1L,Dairy,Southern,40,2.8,112.0
2025-05-16,103,502,Pepsi 500ml,Beverages,Southern,6,1.4,8.4
2025-05-12,101,802,Maliban Marie 400g,Food,Central,13,1.6,20.8
2025-05-28,105,901,Signal Toothpaste 120g,Toiletries,Central,11,2.5,27.5
2025-05-28,103,601,Sunlight Detergent 1kg,Household,Southern,33,3.0,99.0
2025-05-02,104,901,Signal Toothpaste 120g,Toiletries,Northern,29,2.5,72.5
2025-05-08,101,502,Pepsi 500ml,Beverages,Northern,20,1.4,28.0
2025-05-03,105,701,Anchor Full Cream 1L,Dairy,Southern,4,2.8,11.2
2025-05-01,103,801,Kist Mango Jam 500g,Food,Southern,44,2.2,96.8
2025-05-20,104,701,Anchor Full Cream 1L,Dairy,Eastern,17,2.8,47.6
2025-05-22,102,601,Sunlight Detergent 1kg,Household,Western,10,3.0,30.0
2025-05-07,104,701,Anchor Full Cream 1L,Dairy,Southern,48,2.8,134.4
2025-05-24,102,701,Anchor Full Cream 1L,Dairy,Central,18,2.8,50.4
2025-05-23,103,701,Anchor Full Cream 1L,Dairy,Western,14,2.8,39.2
2025-05-13,101,802,Maliban Marie 400g,Food,Central,33,1.6,52.8
2025-05-13,105,901,Signal Toothpaste 120g,Toiletries,Eastern,33,2.5,82.5
2025-05-15,103,701,Anchor Full Cream 1L,Dairy,Northern,32,2.8,89.6
2025-05-03,102,701,Anchor Full Cream 1L,Dairy,Northern,33,2.8,92.4
2025-05-03,101,701,Anchor Full Cream 1L,Dairy,Northern,15,2.8,42.0
2025-05-30,101,502,Pepsi 500ml,Beverages,Western,22,1.4,30.8
2025-05-19,105,502,Pepsi 500ml,Beverages,Northern,38,1.4,53.2
2025-05-21,104,901,Signal Toothpaste 120g,Toiletries,Southern,17,2.5,42.5
2025-05-13,101,701,Anchor Full Cream 1L,Dairy,Northern,35,2.8,98.0
2025-05-30,104,601,Sunlight Detergent 1kg,Household,Northern,4,3.0,12.0
2025-05-09,101,802,Maliban Marie 400g,Food,Western,30,1.6,48.0
2025-05-17,105,502,Pepsi 500ml,Beverages,Northern,37,1.4,51.8
2025-05-08,103,802,Maliban Marie 400g,Food,Western,43,1.6,68.8
2025-05-27,105,701,Anchor Full Cream 1L,Dairy,Northern,43,2.8,120.4
2025-05-02,105,802,Maliban Marie 400g,Food,Northern,29,1.6,46.4
2025-05-12,102,901,Signal Toothpaste 120g,Toiletries,Southern,26,2.5,65.0
2025-05-12,101,601,Sunlight Detergent 1kg,Household,Eastern,43,3.0,129.0
2025-05-07,102,801,Kist Mango Jam 500g,Food,Southern,23,2.2,50.6
2025-05-04,103,701,Anchor Full Cream 1L,Dairy,Northern,40,2.8,112.0
2025-05-11,105,502,Pepsi 500ml,Beverages,Southern,15,1.4,21.0
2025-05-25,101,801,Kist Mango Jam 500g,Food,Western,28,2.2,61.6
2025-05-28,102,601,Sunlight Detergent 1kg,Household,Southern,4,3.0,12.0
2025-05-19,102,801,Kist Mango Jam 500g,Food,Western,27,2.2,59.4
2025-05-26,103,801,Kist Mango Jam 500g,Food,Northern,4,2.2,8.8
2025-05-08,103,901,Signal Toothpaste 120g,Toiletries,Southern,12,2.5,30.0
2025-05-06,102,801,Kist Mango Jam 500g,Food,Western,9,2.2,19.8
2025-05-02,101,801,Kist Mango Jam 500g,Food,Southern,11,2.2,24.2
2025-05-19,101,802,Maliban Marie 400g,Food,Eastern,28,1.6,44.8
2025-05-06,102,502,Pepsi 500ml,Beverages,Southern,22,1.4,30.8
2025-05-07,105,802,Maliban Marie 400g,Food,Northern,46,1.6,73.6
2025-05-10,103,901,Signal Toothpaste 120g,Toiletries,Southern,12,2.5,30.0
2025-05-21,102,701,Anchor Full Cream 1L,Dairy,Western,42,2.8,117.6
2025-05-28,101,701,Anchor Full Cream 1L,Dairy,Central,49,2.8,137.2
2025-05-17,103,901,Signal Toothpaste 120g,Toiletries,Central,27,2.5,67.5
2025-05-28,101,901,Signal Toothpaste 120g,Toiletries,Central,18,2.5,45.0
2025-05-24,103,901,Signal Toothpaste 120g,Toiletries,Central,43,2.5,107.5
2025-05-09,104,502,Pepsi 500ml,Beverages,Eastern,12,1.4,16.8
2025-05-06,105,601,Sunlight Detergent 1kg,Household,Northern,46,3.0,138.0
2025-05-23,101,701,Anchor Full Cream 1L,Dairy,Northern,4,2.8,11.2
2025-05-18,105,802,Maliban Marie 400g,Food,Eastern,8,1.6,12.8
2025-05-20,105,801,Kist Mango Jam 500g,Food,Southern,17,2.2,37.4
2025-05-29,103,801,Kist Mango Jam 500g,Food,Northern,28,2.2,61.6
2025-05-06,104,601,Sunlight Detergent 1kg,Household,Central,11,3.0,33.0
2025-05-09,103,502,Pepsi 500ml,Beverages,Southern,36,1.4,50.4
2025-05-22,101,502,Pepsi 500ml,Beverages,Western,33,1.4,46.2
2025-05-17,103,601,Sunlight Detergent 1kg,Household,Northern,33,3.0,99.0
2025-05-05,101,502,Pepsi 500ml,Beverages,Southern,7,1.4,9.8
2025-05-21,105,701,Anchor Full Cream 1L,Dairy,Eastern,46,2.8,128.8
2025-05-26,101,701,Anchor Full Cream 1L,Dairy,Western,15,2.8,42.0
2025-05-25,105,701,Anchor Full Cream 1L,Dairy,Northern,4,2.8,11.2
2025-05-28,101,502,Pepsi 500ml,Beverages,Southern,11,1.4,15.4
2025-05-27,102,601,Sunlight Detergent 1kg,Household,Central,20,3.0,60.0
2025-05-18,103,701,Anchor Full Cream 1L,Dairy,Southern,26,2.8,72.8
2025-05-18,104,501,Coca-Cola 500ml,Beverages,Southern,13,1.5,19.5
2025-05-11,104,801,Kist Mango Jam 500g,Food,Western,4,2.2,8.8
2025-05-10,101,802,Maliban Marie 400g,Food,Eastern,26,1.6,41.6
2025-05-02,102,502,Pepsi 500ml,Beverages,Northern,30,1.4,42.0
2025-05-22,104,601,Sunlight Detergent 1kg,Household,Southern,23,3.0,69.0
2025-05-22,102,501,Coca-Cola 500ml,Beverages,Northern,44,1.5,66.0
2025-05-28,104,601,Sunlight Detergent 1kg,Household,Northern,40,3.0,120.0
2025-05-10,105,801,Kist Mango Jam 500g,Food,Southern,18,2.2,39.6
2025-05-29,102,802,Maliban Marie 400g,Food,Western,35,1.6,56.0
2025-05-22,105,501,Coca-Cola 500ml,Beverages,Northern,20,1.5,30.0
2025-05-30,105,901,Signal Toothpaste 120g,Toiletries,Eastern,18,2.5,45.0
2025-05-18,101,601,Sunlight Detergent 1kg,Household,Central,28,3.0,84.0
2025-05-25,103,701,Anchor Full Cream 1L,Dairy,Central,34,2.8,95.2
2025-05-16,105,501,Coca-Cola 500ml,Beverages,Western,40,1.5,60.0
2025-05-16,102,501,Coca-Cola 500ml,Beverages,Northern,10,1.5,15.0
2025-05-30,103,801,Kist Mango Jam 500g,Food,Western,48,2.2,105.6
2025-05-11,104,701,Anchor Full Cream 1L,Dairy,Northern,29,2.8,81.2
2025-05-18,101,701,Anchor Full Cream 1L,Dairy,Southern,8,2.8,22.4
2025-05-20,101,501,Coca-Cola 500ml,Beverages,Western,15,1.5,22.5
2025-05-07,105,901,Signal Toothpaste 120g,Toiletries,Central,28,2.5,70.0
2025-05-22,101,502,Pepsi 500ml,Beverages,Eastern,42,1.4,58.8
2025-05-19,103,601,Sunlight Detergent 1kg,Household,Eastern,37,3.0,111.0
2025-05-08,101,601,Sunlight Detergent 1kg,Household,Central,14,3.0,42.0
2025-05-20,101,601,Sunlight Detergent 1kg,Household,Southern,18,3.0,54.0
2025-05-05,105,502,Pepsi 500ml,Beverages,Southern,8,1.4,11.2
2025-05-30,102,801,Kist Mango Jam 500g,Food,Northern,30,2.2,66.0
2025-05-16,104,901,Signal Toothpaste 120g,Toiletries,Northern,40,2.5,100.0
2025-05-23,103,601,Sunlight Detergent 1kg,Household,Southern,16,3.0,48.0
2025-05-26,105,901,Signal Toothpaste 120g,Toiletries,Northern,27,2.5,67.5
2025-05-02,102,901,Signal Toothpaste 120g,Toiletries,Eastern,18,2.5,45.0
2025-05-09,101,801,Kist Mango Jam 500g,Food,Western,15,2.2,33.0
2025-05-29,105,502,Pepsi 500ml,Beverages,Central,6,1.4,8.4
2025-05-25,102,601,Sunlight Detergent 1kg,Household,Southern,18,3.0,54.0
2025-05-14,105,701,Anchor Full Cream 1L,Dairy,Southern,4,2.8,11.2
2025-05-03,105,501,Coca-Cola 500ml,Beverages,Western,12,1.5,18.0
2025-05-01,105,801,Kist Mango Jam 500g,Food,Eastern,45,2.2,99.0
2025-05-26,103,901,Signal Toothpaste 120g,Toiletries,Western,3,2.5,7.5
2025-05-06,105,901,Signal Toothpaste 120g,Toiletries,Central,6,2.5,15.0
2025-05-08,104,901,Signal Toothpaste 120g,Toiletries,Southern,5,2.5,12.5
2025-05-03,104,701,Anchor Full Cream 1L,Dairy,Central,32,2.8,89.6
2025-05-01,102,801,Kist Mango Jam 500g,Food,Central,13,2.2,28.6
2025-05-02,102,901,Signal Toothpaste 120g,Toiletries,Western,41,2.5,102.5
2025-05-10,101,901,Signal Toothpaste 120g,Toiletries,Central,5,2.5,12.5
2025-05-11,104,802,Maliban Marie 400g,Food,Northern,22,1.6,35.2
2025-05-19,105,901,Signal Toothpaste 120g,Toiletries,Western,25,2.5,62.5
2025-05-02,101,601,Sunlight Detergent 1kg,Household,Central,30,3.0,90.0
2025-05-09,101,502,Pepsi 500ml,Beverages,Central,28,1.4,39.2
2025-05-25,103,701,Anchor Full Cream 1L,Dairy,Eastern,36,2.8,100.8
2025-05-28,103,502,Pepsi 500ml,Beverages,Northern,42,1.4,58.8
2025-05-07,101,801,Kist Mango Jam 500g,Food,Central,26,2.2,57.2
2025-05-24,105,801,Kist Mango Jam 500g,Food,Northern,38,2.2,83.6
2025-05-02,101,601,Sunlight Detergent 1kg,Household,Central,40,3.0,120.0
2025-05-07,105,801,Kist Mango Jam 500g,Food,Eastern,44,2.2,96.8
2025-05-19,105,901,Signal Toothpaste 120g,Toiletries,Southern,42,2.5,105.0
2025-05-04,105,502,Pepsi 500ml,Beverages,Central,29,1.4,40.6
2025-05-05,102,802,Maliban Marie 400g,Food,Western,19,1.6,30.4
2025-05-27,105,502,Pepsi 500ml,Beverages,Western,31,1.4,43.4
2025-05-12,103,502,Pepsi 500ml,Beverages,Eastern,25,1.4,35.0
2025-05-12,102,501,Coca-Cola 500ml,Beverages,Central,4,1.5,6.0
2025-05-12,105,502,Pepsi 500ml,Beverages,Central,37,1.4,51.8
2025-05-24,104,501,Coca-Cola 500ml,Beverages,Northern,4,1.5,6.0
2025-05-08,104,701,Anchor Full Cream 1L,Dairy,Western,29,2.8,81.2
2025-05-18,103,601,Sunlight Detergent 1kg,Household,Central,3,3.0,9.0
2025-05-10,101,802,Maliban Marie 400g,Food,Southern,37,1.6,59.2
2025-05-08,101,502,Pepsi 500ml,Beverages,Western,20,1.4,28.0
2025-05-15,103,801,Kist Mango Jam 500g,Food,Northern,23,2.2,50.6
2025-05-29,102,701,Anchor Full Cream 1L,Dairy,Southern,7,2.8,19.6
2025-05-15,105,901,Signal Toothpaste 120g,Toiletries,Eastern,8,2.5,20.0
2025-05-07,105,802,Maliban Marie 400g,Food,Northern,33,1.6,52.8
2025-05-18,103,701,Anchor Full Cream 1L,Dairy,Central,50,2.8,140.0
2025-05-04,105,802,Maliban Marie 400g,Food,Southern,39,1.6,62.4
2025-05-24,104,901,Signal Toothpaste 120g,Toiletries,Eastern,20,2.5,50.0
2025-05-15,102,501,Coca-Cola 500ml,Beverages,Eastern,32,1.5,48.0
2025-05-28,102,501,Coca-Cola 500ml,Beverages,Northern,16,1.5,24.0
2025-05-19,104,501,Coca-Cola 500ml,Beverages,Northern,30,1.5,45.0
2025-05-02,103,502,Pepsi 500ml,Beverages,Eastern,47,1.4,65.8
2025-05-24,101,601,Sunlight Detergent 1kg,Household,Northern,26,3.0,78.0
2025-05-17,104,601,Sunlight Detergent 1kg,Household,Eastern,17,3.0,51.0
2025-05-26,101,801,Kist Mango Jam 500g,Food,Central,22,2.2,48.4
2025-05-26,104,801,Kist Mango Jam 500g,Food,Central,20,2.2,44.0
2025-05-01,105,901,Signal Toothpaste 120g,Toiletries,Central,27,2.5,67.5
2025-05-28,102,801,Kist Mango Jam 500g,Food,Northern,43,2.2,94.6
2025-05-08,103,701,Anchor Full Cream 1L,Dairy,Southern,44,2.8,123.2
2025-05-26,103,901,Signal Toothpaste 120g,Toiletries,Northern,17,2.5,42.5
2025-05-09,105,601,Sunlight Detergent 1kg,Household,Central,8,3.0,24.0
2025-05-23,104,801,Kist Mango Jam 500g,Food,Northern,39,2.2,85.8
2025-05-20,101,701,Anchor Full Cream 1L,Dairy,Western,40,2.8,112.0
2025-05-14,102,901,Signal Toothpaste 120g,Toiletries,Central,29,2.5,72.5
2025-05-17,101,502,Pepsi 500ml,Beverages,Northern,30,1.4,42.0
2025-05-30,103,601,Sunlight Detergent 1kg,Household,Central,49,3.0,147.0
2025-05-23,102,501,Coca-Cola 500ml,Beverages,Western,30,1.5,45.0
2025-05-11,105,601,Sunlight Detergent 1kg,Household,Southern,14,3.0,42.0
2025-05-17,101,801,Kist Mango Jam 500g,Food,Northern,5,2.2,11.0
2025-05-25,104,802,Maliban Marie 400g,Food,Central,34,1.6,54.4
2025-05-26,105,502,Pepsi 500ml,Beverages,Central,1,1.4,1.4
2025-05-26,101,502,Pepsi 500ml,Beverages,Central,42,1.4,58.8
2025-05-21,103,502,Pepsi 500ml,Beverages,Central,31,1.4,43.4
2025-05-24,105,801,Kist Mango Jam 500g,Food,Northern,49,2.2,107.8
2025-05-21,104,802,Maliban Marie 400g,Food,Southern,19,1.6,30.4
2025-05-06,105,901,Signal Toothpaste 120g,Toiletries,Eastern,12,2.5,30.0
2025-05-26,101,801,Kist Mango Jam 500g,Food,Western,12,2.2,26.4
2025-05-07,105,901,Signal Toothpaste 120g,Toiletries,Southern,40,2.5,100.0
2025-05-07,102,501,Coca-Cola 500ml,Beverages,Eastern,28,1.5,42.0
2025-05-26,105,801,Kist Mango Jam 500g,Food,Southern,29,2.2,63.8
2025-05-13,103,901,Signal Toothpaste 120g,Toiletries,Southern,2,2.5,5.0
2025-05-02,101,701,Anchor Full Cream 1L,Dairy,Northern,45,2.8,126.0
2025-05-25,103,701,Anchor Full Cream 1L,Dairy,Northern,29,2.8,81.2
2025-05-08,105,502,Pepsi 500ml,Beverages,Northern,11,1.4,15.4
2025-05-27,105,701,Anchor Full Cream 1L,Dairy,Central,25,2.8,70.0
2025-05-15,102,802,Maliban Marie 400g,Food,Western,19,1.6,30.4
2025-05-26,101,701,Anchor Full Cream 1L,Dairy,Central,20,2.8,56.0
2025-05-27,104,901,Signal Toothpaste 120g,Toiletries,Northern,42,2.5,105.0
2025-05-18,101,901,Signal Toothpaste 120g,Toiletries,Central,9,2.5,22.5
2025-05-01,102,802,Maliban Marie 400g,Food,Central,5,1.6,8.0
2025-05-21,105,501,Coca-Cola 500ml,Beverages,Central,8,1.5,12.0
2025-05-26,103,502,Pepsi 500ml,Beverages,Southern,34,1.4,47.6
2025-05-13,103,601,Sunlight Detergent 1kg,Household,Eastern,45,3.0,135.0
2025-05-02,103,701,Anchor Full Cream 1L,Dairy,Southern,37,2.8,103.6
2025-05-01,101,502,Pepsi 500ml,Beverages,Southern,3,1.4,4.2
2025-05-18,103,501,Coca-Cola 500ml,Beverages,Southern,24,1.5,36.0
2025-05-24,105,502,Pepsi 500ml,Beverages,Southern,16,1.4,22.4
2025-05-14,102,601,Sunlight Detergent 1kg,Household,Central,7,3.0,21.0
2025-05-09,102,601,Sunlight Detergent 1kg,Household,Southern,49,3.0,147.0
2025-05-13,103,601,Sunlight Detergent 1kg,Household,Central,35,3.0,105.0
2025-05-07,101,801,Kist Mango Jam 500g,Food,Eastern,32,2.2,70.4
2025-05-06,102,801,Kist Mango Jam 500g,Food,Eastern,19,2.2,41.8
2025-05-18,105,501,Coca-Cola 500ml,Beverages,Western,43,1.5,64.5
2025-05-08,105,901,Signal Toothpaste 120g,Toiletries,Eastern,6,2.5,15.0
2025-05-07,101,901,Signal Toothpaste 120g,Toiletries,Western,38,2.5,95.0
2025-05-19,102,501,Coca-Cola 500ml,Beverages,Northern,20,1.5,30.0
2025-05-17,103,601,Sunlight Detergent 1kg,Household,Eastern,47,3.0,141.0
2025-05-22,103,601,Sunlight Detergent 1kg,Household,Northern,10,3.0,30.0
2025-05-21,104,802,Maliban Marie 400g,Food,Northern,34,1.6,54.4
2025-05-29,101,801,Kist Mango Jam 500g,Food,Northern,46,2.2,101.2
2025-05-02,102,901,Signal Toothpaste 120g,Toiletries,Western,47,2.5,117.5
2025-05-09,103,501,Coca-Cola 500ml,Beverages,Western,6,1.5,9.0
2025-05-24,103,501,Coca-Cola 500ml,Beverages,Western,44,1.5,66.0
2025-05-05,104,502,Pepsi 500ml,Beverages,Eastern,9,1.4,12.6
2025-05-25,105,801,Kist Mango Jam 500g,Food,Eastern,41,2.2,90.2
2025-05-08,101,801,Kist Mango Jam 500g,Food,Central,2,2.2,4.4
2025-05-26,103,701,Anchor Full Cream 1L,Dairy,Central,49,2.8,137.2
2025-05-23,104,502,Pepsi 500ml,Beverages,Northern,15,1.4,21.0
2025-05-18,102,502,Pepsi 500ml,Beverages,Southern,5,1.4,7.0
2025-05-29,105,701,Anchor Full Cream 1L,Dairy,Central,28,2.8,78.4
2025-05-21,104,501,Coca-Cola 500ml,Beverages,Northern,37,1.5,55.5
2025-05-26,103,601,Sunlight Detergent 1kg,Household,Northern,22,3.0,66.0
2025-05-19,104,802,Maliban Marie 400g,Food,Eastern,26,1.6,41.6
2025-05-24,101,501,Coca-Cola 500ml,Beverages,Eastern,29,1.5,43.5
2025-05-12,102,601,Sunlight Detergent 1kg,Household,Western,8,3.0,24.0
2025-05-29,102,601,Sunlight Detergent 1kg,Household,Eastern,26,3.0,78.0
2025-05-02,104,502,Pepsi 500ml,Beverages,Eastern,48,1.4,67.2
2025-05-14,101,501,Coca-Cola 500ml,Beverages,Eastern,20,1.5,30.0
2025-05-07,105,802,Maliban Marie 400g,Food,Western,11,1.6,17.6
2025-05-11,103,501,Coca-Cola 500ml,Beverages,Central,50,1.5,75.0
2025-05-28,103,801,Kist Mango Jam 500g,Food,Western,31,2.2,68.2
2025-05-05,104,802,Maliban Marie 400g,Food,Northern,10,1.6,16.0
2025-05-08,103,501,Coca-Cola 500ml,Beverages,Southern,19,1.5,28.5
2025-05-19,101,601,Sunlight Detergent 1kg,Household,Western,46,3.0,138.0
2025-05-17,101,802,Maliban Marie 400g,Food,Northern,6,1.6,9.6
2025-05-17,101,701,Anchor Full Cream 1L,Dairy,Central,33,2.8,92.4
2025-05-23,103,502,Pepsi 500ml,Beverages,Western,42,1.4,58.8
2025-05-27,101,601,Sunlight Detergent 1kg,Household,Western,28,3.0,84.0
2025-05-05,103,601,Sunlight Detergent 1kg,Household,Northern,48,3.0,144.0
2025-05-29,102,901,Signal Toothpaste 120g,Toiletries,Eastern,25,2.5,62.5
2025-05-06,103,501,Coca-Cola 500ml,Beverages,Eastern,7,1.5,10.5
2025-05-13,103,701,Anchor Full Cream 1L,Dairy,Eastern,24,2.8,67.2
2025-05-25,104,701,Anchor Full Cream 1L,Dairy,Central,26,2.8,72.8
2025-05-17,105,601,Sunlight Detergent 1kg,Household,Northern,25,3.0,75.0
2025-05-22,104,501,Coca-Cola 500ml,Beverages,Eastern,38,1.5,57.0
2025-05-02,101,901,Signal Toothpaste 120g,Toiletries,Northern,15,2.5,37.5
2025-05-25,101,502,Pepsi 500ml,Beverages,Eastern,47,1.4,65.8
2025-05-29,104,801,Kist Mango Jam 500g,Food,Northern,35,2.2,77.0
2025-05-21,102,501,Coca-Cola 500ml,Beverages,Western,11,1.5,16.5
2025-05-24,103,801,Kist Mango Jam 500g,Food,Western,5,2.2,11.0
2025-05-19,105,802,Maliban Marie 400g,Food,Central,47,1.6,75.2
2025-05-17,102,502,Pepsi 500ml,Beverages,Central,4,1.4,5.6
2025-05-29,103,701,Anchor Full Cream 1L,Dairy,Southern,49,2.8,137.2
2025-05-23,105,701,Anchor Full Cream 1L,Dairy,Northern,38,2.8,106.4
2025-05-14,104,901,Signal Toothpaste 120g,Toiletries,Central,33,2.5,82.5
2025-05-08,103,901,Signal Toothpaste 120g,Toiletries,Eastern,9,2.5,22.5
2025-05-03,105,901,Signal Toothpaste 120g,Toiletries,Western,26,2.5,65.0
2025-05-15,102,601,Sunlight Detergent 1kg,Household,Central,39,3.0,117.0
2025-05-06,101,802,Maliban Marie 400g,Food,Northern,6,1.6,9.6
2025-05-15,105,801,Kist Mango Jam 500g,Food,Southern,28,2.2,61.6
2025-05-13,102,502,Pepsi 500ml,Beverages,Western,36,1.4,50.4
2025-05-04,105,501,Coca-Cola 500ml,Beverages,Northern,18,1.5,27.0
2025-05-02,102,801,Kist Mango Jam 500g,Food,Northern,15,2.2,33.0
2025-05-29,102,601,Sunlight Detergent 1kg,Household,Western,3,3.0,9.0
2025-05-18,102,901,Signal Toothpaste 120g,Toiletries,Central,31,2.5,77.5
2025-05-11,102,601,Sunlight Detergent 1kg,Household,Eastern,40,3.0,120.0
2025-05-17,102,802,Maliban Marie 400g,Food,Eastern,48,1.6,76.8
2025-05-07,102,502,Pepsi 500ml,Beverages,Western,5,1.4,7.0
2025-05-23,102,901,Signal Toothpaste 120g,Toiletries,Central,34,2.5,85.0
2025-05-09,105,601,Sunlight Detergent 1kg,Household,Eastern,37,3.0,111.0
2025-05-12,104,501,Coca-Cola 500ml,Beverages,Western,6,1.5,9.0
2025-05-19,102,801,Kist Mango Jam 500g,Food,Eastern,36,2.2,79.2
2025-05-27,105,901,Signal Toothpaste 120g,Toiletries,Southern,49,2.5,122.5
2025-05-15,102,901,Signal Toothpaste 120g,Toiletries,Southern,17,2.5,42.5
2025-05-29,103,701,Anchor Full Cream 1L,Dairy,Southern,24,2.8,67.2
2025-05-23,103,502,Pepsi 500ml,Beverages,Southern,27,1.4,37.8
